# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 11 04:18:35 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_kepmag
4949,6137704,K03605.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1350,0.0500,-0.0450,34.07,3.570e+00,-3.580e+00,256.0,,,14.160
4950,10275074,K03606.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2610,0.0790,-0.1070,91.30,3.085e+01,-1.319e+01,1730.0,,,14.182
4951,9110346,K03607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6180,0.0540,-0.0280,172.25,8.147e+01,-1.222e+02,2731.0,,,16.397
4952,10259301,K03608.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0470,0.2100,-0.0980,38.30,1.138e+01,-4.860e+00,307.0,,,13.556
4953,2995392,K03379.01,Kepler-1484 b,CONFIRMED,CANDIDATE,0.9900,0.9290,0.0220,-0.6650,2.60,8.200e-01,-2.900e-01,624.0,,,15.268
4954,3120308,K03380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6630,0.0470,-0.4860,1.65,4.800e-01,-1.700e-01,828.0,,,14.658
4955,9991621,K03382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1550,70.0500,-2.4580,16.74,4.080e+00,-2.730e+00,639.0,,,13.857
4956,8078502,K03383.01,Kepler-1919 b,CONFIRMED,CANDIDATE,0.9160,0.0260,0.4200,-0.0260,2.09,4.800e-01,-2.000e-01,479.0,,,15.848
4957,8644365,K03384.01,,CANDIDATE,CANDIDATE,1.0000,1.0170,0.0470,-0.7860,3.89,6.500e-01,-3.400e-01,899.0,,,13.204
4958,5888187,K07749.01,,CANDIDATE,CANDIDATE,0.6560,0.4380,0.5350,-0.2320,1.89,1.200e-01,-1.900e-01,317.0,,,13.623
4959,2852528,K03446.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5760,0.3840,-0.3580,2.24,6.400e-01,-2.300e-01,847.0,,,15.709
4960,3348216,K03448.01,,CANDIDATE,CANDIDATE,0.9820,0.4210,0.0360,-0.4210,2.62,4.400e-01,-3.900e-01,680.0,,,14.863
4961,7032421,K01747.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,14.792
4962,10798838,K03449.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1580,0.0570,-0.0560,38.61,6.700e+00,-5.020e+00,402.0,,,14.822
4963,8560940,K03450.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7160,0.2100,-0.4840,1.09,2.900e-01,-9.000e-02,530.0,,,14.545
4964,10793576,K03451.01,,CANDIDATE,CANDIDATE,1.0000,0.1470,0.3020,-0.1470,1.58,5.200e-01,-2.300e-01,955.0,,,14.056
4965,10292238,K03526.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7030,0.0150,-0.0150,53.30,1.283e+01,-4.580e+00,321.0,,,14.996
4966,8733497,K03527.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7280,0.0220,-0.0230,46.61,1.096e+01,-3.680e+00,379.0,,,14.063
4967,4255422,K03528.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0910,0.0220,-0.0220,112.86,3.589e+01,-6.663e+01,514.0,,,12.724
4968,9837544,K03529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6120,0.0290,-0.0200,55.04,5.880e+00,-6.480e+00,365.0,,,15.167
4969,7877824,K03530.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3950,0.0070,-0.0070,68.38,1.874e+01,-6.270e+00,813.0,,,15.650
4970,6469946,K07781.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2510,2.0460,-0.0890,25.52,3.780e+00,-2.020e+00,1656.0,,,15.579
4971,6947164,K03531.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8820,0.0170,-0.0180,50.88,1.525e+01,-5.070e+00,435.0,,,14.624
4972,6233903,K03609.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8430,0.0120,-0.0120,112.12,2.843e+01,-5.277e+01,1791.0,,,16.455
4973,7212066,K03610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1890,0.2440,-0.1380,39.38,1.039e+01,-4.160e+00,1077.0,,,15.260
4974,7212066,K03610.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,15.260
4975,7047922,K01899.02,,CANDIDATE,CANDIDATE,0.9860,0.8060,0.1510,-0.5870,1.08,3.600e-01,-2.400e-01,976.0,,,14.563
4976,6675060,K03611.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7070,0.0180,-0.0180,44.35,1.302e+01,-6.000e+00,892.0,,,16.510
4977,5716508,K07737.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0.0190,0.4760,-0.0190,505.94,7.295e+01,-2.918e+02,7040.0,,,13.524
4978,10518735,K03612.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6920,0.0290,-0.0310,53.03,9.970e+00,-4.610e+00,588.0,,,16.739
4979,6975129,K01628.02,Kepler-312 b,CONFIRMED,CANDIDATE,1.0000,0.0060,0.4440,-0.0060,1.02,1.800e-01,-6.000e-02,1685.0,,,12.949
4980,8644365,K03384.02,Kepler-1485 b,CONFIRMED,CANDIDATE,0.9820,0.7480,0.0060,-0.5440,1.41,2.400e-01,-1.200e-01,728.0,,,13.204
4981,9489947,K03385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.3360,0.1360,-0.1180,88.28,2.461e+01,-1.842e+01,514.0,,,15.231
4982,6960487,K03386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0870,0.0690,-0.0610,54.35,1.730e+01,-7.410e+00,607.0,,,15.142
4983,5894182,K07750.01,,CANDIDATE,CANDIDATE,0.3220,0.0170,0.4150,-0.0160,5.03,9.500e-01,-1.760e+00,379.0,,,12.088
4984,6309264,K03387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0120,0.4570,-0.0120,1.08,1.500e-01,-1.000e-01,625.0,,,15.130
4985,7021177,K03452.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4540,0.0070,-0.0080,61.81,1.836e+01,-5.780e+00,656.0,,,15.511
4986,7122259,K03454.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7430,0.0070,-0.0070,66.27,2.158e+01,-7.170e+00,737.0,,,15.600
4987,6947668,K03455.01,,CANDIDATE,CANDIDATE,1.0000,0.1210,0.3270,-0.1210,1.45,4.300e-01,-1.300e-01,711.0,,,15.802
4988,6364582,K03456.01,Kepler-1505 b,CONFIRMED,CANDIDATE,1.0000,0.8520,0.0350,-0.5820,1.08,1.400e-01,-5.000e-02,525.0,,,12.988
4989,6190535,K07769.01,,FALSE POSITIVE,FALSE POSITIVE,0.0770,0.0860,,,0.89,1.200e-01,-1.100e-01,1015.0,,,15.602
4990,9834257,K03457.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2670,34.1100,-0.0890,118.33,1.587e+01,-4.763e+01,1396.0,,,12.429
4991,10290666,K00332.02,,CANDIDATE,CANDIDATE,0.9850,0.4050,0.0500,-0.4050,0.79,1.200e-01,-6.000e-02,1018.0,,,13.046
4992,9529744,K01806.03,Kepler-320 b,CONFIRMED,CANDIDATE,1.0000,0.9830,0.0180,-0.7800,2.39,5.500e-01,-6.800e-01,1292.0,,,13.474
4993,10748621,K03532.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5980,0.0180,-0.0210,63.23,1.918e+01,-7.690e+00,276.0,,,15.138
4994,4824268,K03533.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8570,0.1220,-0.0250,53.89,1.744e+01,-5.830e+00,362.0,,,14.610
4995,6527016,K07783.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0560,0.4080,-0.0560,1.39,7.400e-01,-7.400e-01,2659.0,,,14.458
4996,6431670,K03534.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5590,0.0100,-0.0110,47.83,7.540e+00,-3.470e+00,471.0,,,16.128
4997,7376500,K03535.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5470,0.0210,-0.0180,125.68,7.972e+01,-7.171e+01,1402.0,,,15.177
4998,9636559,K03618.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3980,0.0030,-0.0040,64.91,1.723e+01,-1.409e+01,1110.0,,,17.035
4999,8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2090,0.0340,-0.0300,36.63,7.500e+00,-3.220e+00,1238.0,,,13.171
5000,11499263,K03620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1310,0.0830,-0.0760,38.79,5.740e+00,-4.310e+00,468.0,,,15.267
5001,10328393,K01905.02,Kepler-332 c,CONFIRMED,CANDIDATE,1.0000,0.0880,0.3700,-0.0880,1.04,7.000e-02,-4.000e-02,550.0,,,14.017
5002,9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.5660,1.1190,-0.5960,65.76,7.620e+00,-1.416e+01,554.0,,,16.705
5003,3858988,K03388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2590,14.1800,-0.5730,35.10,1.009e+01,-6.740e+00,645.0,,,14.997
5004,3848966,K03389.01,,CANDIDATE,CANDIDATE,0.9930,0.7390,0.2350,-0.5150,3.98,7.300e-01,-1.340e+00,917.0,,,14.564
5005,10798605,K03390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1610,0.0550,-0.0680,42.62,6.290e+00,-5.130e+00,400.0,,,14.967
5006,5895083,K07751.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6470,0.3230,-0.4440,1.14,4.000e-01,-3.000e-01,2934.0,,,13.085
5007,9452897,K03391.01,,CANDIDATE,CANDIDATE,0.9930,0.1640,0.2870,-0.1640,1.28,1.000e-01,-1.300e-01,336.0,,,15.903
5008,9714123,K03392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1590,0.0130,-0.0170,31.66,9.740e+00,-3.250e+00,492.0,,,15.724
5009,6118370,K03458.01,Kepler-1506 b,CONFIRMED,CANDIDATE,0.9250,0.0440,0.4030,-0.0440,1.45,4.600e-01,-1.500e-01,783.0,,,15.652
5010,2717158,K03459.01,Kepler-1922 b,CONFIRMED,CANDIDATE,1.0000,0.9430,0.0190,-0.6380,1.75,4.600e-01,-1.600e-01,740.0,,,15.208
5011,6209677,K01750.02,,CANDIDATE,CANDIDATE,0.9990,0.2850,0.1700,-0.2850,0.93,1.000e-01,-6.000e-02,1220.0,,,14.800
5012,6198256,K07770.01,,FALSE POSITIVE,FALSE POSITIVE,0.3180,0.0360,0.4280,-0.0360,1.69,4.900e-01,-5.500e-01,1795.0,,,13.790
5013,9664276,K03460.01,,CANDIDATE,CANDIDATE,0.9920,0.2460,0.2090,-0.2460,2.25,3.900e-01,-4.800e-01,559.0,,,14.451
5014,2437112,K03461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9360,0.0150,-0.6600,2.04,1.800e-01,-1.700e-01,509.0,,,16.153
5015,7987086,K03536.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9950,0.0500,-0.0530,61.44,1.763e+01,-1.031e+01,367.0,,,13.375
5016,7374746,K03537.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8690,0.0270,-0.0210,43.45,6.030e+00,-4.820e+00,1403.0,,,15.002
5017,8668810,K03538.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3950,0.0080,-0.0070,47.52,4.590e+00,-4.590e+00,207.0,,,15.638
5018,6519865,K07782.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4490,0.0210,-0.4460,0.77,2.500e-01,-8.000e-02,2269.0,,,15.644
5019,8868907,K03539.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8880,0.0600,-0.0480,56.66,1.787e+01,-5.960e+00,351.0,,,15.291
5020,3865298,K03540.01,,FALSE POSITIVE,FALSE POSITIVE,,0.6046,0.0160,-0.0169,60.49,2.507e+01,-7.630e+00,805.0,,,14.689
5021,10091110,K03627.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0.7670,0.0020,-0.0040,16.67,5.400e+00,-1.800e+00,1189.0,,,15.232
5022,10091110,K03627.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2250,0.3770,-0.1440,44.86,1.454e+01,-4.840e+00,940.0,,,15.232
5023,3542574,K03628.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,19.033
5024,3544694,K03629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0010,0.0360,-0.0400,70.65,2.142e+01,-1.426e+01,1827.0,,,15.925
5025,11521793,K00352.02,Kepler-143 b,CONFIRMED,CANDIDATE,0.9980,0.9750,0.0060,-0.7700,2.99,4.800e-01,-5.900e-01,838.0,,,13.770
5026,9085563,K03393.01,Kepler-1486 b,CONFIRMED,CANDIDATE,0.9660,0.0180,0.4300,-0.0180,2.64,4.400e-01,-4.500e-01,538.0,,,15.335
5027,11337372,K01650.02,Kepler-920 c,CONFIRMED,CANDIDATE,1.0000,0.6760,0.2330,-0.4510,4.35,4.300e-01,-5.700e-01,364.0,,,15.280
5028,7748487,K03394.01,,CANDIDATE,CANDIDATE,0.9970,0.5650,0.3960,-0.3430,1.79,5.500e-01,-1.900e-01,793.0,,,15.491
5029,3219037,K03395.01,,CANDIDATE,CANDIDATE,1.0000,0.1480,0.3050,-0.1480,1.11,3.000e-01,-1.500e-01,849.0,,,14.634
5030,5952448,K07753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0080,0.4500,-0.0080,0.77,2.300e-01,-8.000e-02,1780.0,,,15.384
5031,5710069,K03396.01,,CANDIDATE,CANDIDATE,0.9510,0.7860,0.1890,-0.5310,1.82,4.300e-01,-1.500e-01,516.0,,,15.553
5032,9967009,K03462.01,,CANDIDATE,CANDIDATE,0.8420,0.2120,0.2520,-0.2120,1.88,3.200e-01,-3.900e-01,839.0,,,15.916
5033,9967009,K03462.02,,CANDIDATE,CANDIDATE,0.9000,0.3970,0.0590,-0.3970,2.21,3.700e-01,-4.700e-01,619.0,,,15.916
5034,11874338,K03464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2110,72.7700,-2.2200,90.37,2.944e+01,-5.470e+01,1143.0,,,13.933
5035,9763612,K03465.01,Kepler-1507 b,CONFIRMED,CANDIDATE,0.0000,0.1350,0.3210,-0.1350,0.81,7.000e-02,-3.000e-02,630.0,,,13.136
5036,6199716,K07771.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0820,0.4110,-0.0820,1.35,4.100e-01,-1.700e-01,2165.0,,,15.881
5037,9468384,K03466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2070,0.0060,-0.0060,48.38,1.516e+01,-5.040e+00,793.0,,,16.411
5038,8868364,K03541.01,,FALSE POSITIVE,FALSE POSITIVE,0.4500,0.3560,0.0020,-0.0030,54.16,1.522e+01,-1.858e+01,335.0,,,13.769
5039,10092312,K01823.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.6230,1.4410,-0.0400,168.68,4.888e+01,-1.630e+01,1726.0,,,13.954
5040,3964545,K03542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7080,0.2470,-0.0410,58.77,1.724e+01,-1.150e+01,1388.0,,,14.776
5041,9656397,K03543.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5960,0.0050,-0.0090,97.39,2.969e+01,-1.981e+01,404.0,,,13.841
5042,5444491,K07727.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4970,0.4880,-0.2920,0.67,1.600e-01,-7.000e-02,2059.0,,,14.920
5043,3735629,K03544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2900,0.0130,-0.0150,278.81,9.457e+01,-1.756e+02,1683.0,,,16.144
5044,8244173,K03545.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4880,0.0120,-0.0130,40.74,3.320e+00,-3.320e+00,1164.0,,,15.896
5045,6546508,K03613.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1100,0.0250,-0.0270,35.35,6.080e+00,-2.830e+00,1035.0,,,15.740
5046,9886224,K03614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,0.0010,0.1470,-0.0010,60.35,3.623e+01,-3.624e+01,1476.0,,,16.328
5047,3735634,K03615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2540,0.0860,-0.0690,52.09,1.564e+01,-1.565e+01,1221.0,,,13.915
5048,5730380,K07738.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5780,,,0.81,1.700e-01,-2.400e-01,2325.0,,,11.800
5049,6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6910,0.0130,-0.0130,33.40,2.130e+00,-2.120e+00,1458.0,,,15.839
5050,10735564,K03617.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7310,0.0110,-0.0180,150.48,2.751e+01,-4.715e+01,3055.0,,,14.567
5051,6200810,K03397.01,,CANDIDATE,CANDIDATE,0.9690,0.0260,0.4240,-0.0260,2.35,7.400e-01,-3.000e-01,668.0,,,15.353
5052,3561464,K03398.01,Kepler-1487 b,CONFIRMED,CANDIDATE,0.0020,0.1120,0.3420,-0.1120,5.05,8.700e-01,-1.760e+00,1682.0,,,13.489
5053,3561464,K03398.02,,CANDIDATE,CANDIDATE,0.9960,0.0430,0.4020,-0.0430,7.97,1.390e+00,-2.770e+00,991.0,,,13.489
5054,5962509,K07754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1850,0.2870,-0.1850,0.67,1.300e-01,-6.000e-02,1724.0,,,15.530
5055,3561464,K03398.03,,CANDIDATE,CANDIDATE,0.9940,0.0250,0.4260,-0.0250,3.58,6.200e-01,-1.250e+00,2004.0,,,13.489
5056,6359802,K03399.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1990,69.5000,-1.4320,29.61,1.880e+00,-2.600e+00,495.0,,,15.056
5057,7121885,K03467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.9790,0.5110,-0.2200,138.25,4.747e+01,-1.906e+01,618.0,,,15.191
5058,5213404,K03468.01,Kepler-1508 b,CONFIRMED,CANDIDATE,0.9990,0.9220,0.0460,-0.6510,3.22,5.600e-01,-1.040e+00,967.0,,,14.276
5059,4844470,K03469.01,,CANDIDATE,CANDIDATE,0.9550,0.6180,0.3030,-0.4020,1.91,5.300e-01,-1.700e-01,420.0,,,14.196
5060,6205566,K07772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8000,0.1810,-0.5730,0.74,2.100e-01,-7.000e-02,1182.0,,,15.202
5061,11551692,K01781.03,Kepler-411 d,CONFIRMED,CANDIDATE,0.9670,0.9510,0.0140,-0.0110,3.46,2.900e-01,-1.000e-01,354.0,,,12.231
5062,9995771,K03470.01,,CANDIDATE,CANDIDATE,0.7330,0.1140,0.3350,-0.1140,1.61,2.700e-01,-2.100e-01,794.0,,,15.386
5063,7287391,K03546.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5440,0.0110,-0.0150,25.80,2.100e+00,-2.920e+00,686.0,,,15.295
5064,6756202,K03547.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7610,0.0310,-0.0410,45.27,6.050e+00,-4.070e+00,222.0,,,14.282
5065,10215869,K03548.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1910,0.0160,-0.0180,41.75,1.312e+01,-4.680e+00,1229.0,,,14.115
5066,5456319,K07728.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5150,0.0390,-0.4540,0.52,1.000e-01,-4.000e-02,1588.0,,,14.403
5067,2307206,K03549.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4900,0.0140,-0.0140,57.35,1.253e+01,-4.980e+00,272.0,,,15.734
5068,7025540,K03550.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4240,0.0190,-0.0210,49.60,3.910e+00,-4.800e+00,1009.0,,,15.783
5069,7620844,K03551.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8960,0.0380,-0.0360,40.43,4.960e+00,-4.520e+00,385.0,,,15.161
5070,6677267,K03622.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2690,0.2600,-0.1970,110.58,1.698e+01,-3.966e+01,2087.0,,,12.770
5071,7732791,K03623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0140,10.7900,-0.1920,44.35,1.560e+00,-3.680e+00,1221.0,,,16.177
5072,5736801,K07739.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2510,0.2940,-0.2510,1.09,3.000e-01,-1.000e-01,890.0,,,15.554
5073,8177798,K03624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2360,0.1120,-0.1040,92.78,2.563e+01,-2.098e+01,2675.0,,,13.910
5074,10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4210,0.0090,-0.0090,79.08,2.400e+01,-1.295e+01,1456.0,,,16.169
5075,12643582,K03626.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8640,0.1030,-0.1820,62.24,1.771e+01,-7.570e+00,504.0,,,16.442
5076,9328641,K03400.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4700,0.0620,-0.2270,2.55,1.200e-01,-1.100e-01,416.0,,,15.213
5077,9966219,K03401.01,,CANDIDATE,CANDIDATE,0.9960,0.9790,0.0160,-0.7420,1.96,2.800e-01,-3.300e-01,750.0,,,14.388
5078,5991070,K07756.01,,FALSE POSITIVE,FALSE POSITIVE,0.4240,0.1190,0.3440,-0.1190,1.41,2.400e-01,-5.800e-01,2761.0,,,13.134
5079,5531953,K01681.02,,CANDIDATE,CANDIDATE,0.3290,1.1270,15.7600,-0.1040,6.81,7.500e-01,-9.000e-01,675.0,,,15.855
5080,3757778,K03402.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1330,0.0120,-0.0200,33.27,1.015e+01,-3.390e+00,546.0,,,15.423
5081,11754430,K03403.01,Kepler-1488 b,CONFIRMED,CANDIDATE,0.8490,0.6000,0.3250,-0.3980,2.23,3.600e-01,-4.900e-01,650.0,,,13.102
5082,9995771,K03470.02,Kepler-1509 b,CONFIRMED,CANDIDATE,1.0000,0.2320,0.2050,-0.2320,2.00,3.400e-01,-2.500e-01,667.0,,,15.386
5083,11875511,K03471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0100,0.2560,-0.0660,36.70,2.077e+01,-2.538e+01,562.0,,,13.342
5084,6231721,K07773.01,,CANDIDATE,CANDIDATE,0.9500,0.2790,0.1860,-0.2790,1.04,1.900e-01,-1.100e-01,1151.0,,,15.673
5085,9536108,K03472.01,,CANDIDATE,CANDIDATE,0.9720,0.2830,0.1780,-0.2830,1.14,3.600e-01,-1.200e-01,906.0,,,14.412
5086,8905246,K03473.01,,CANDIDATE,CANDIDATE,1.0000,0.6690,0.0010,-0.5190,6.96,2.440e+00,-4.530e+00,816.0,,,13.851
5087,5213230,K03474.01,Kepler-1923 b,CONFIRMED,CANDIDATE,0.9780,0.1020,0.3470,-0.1020,1.83,3.000e-01,-3.200e-01,553.0,,,14.192
5088,3326377,K01830.02,Kepler-967 c,CONFIRMED,CANDIDATE,1.0000,0.0260,0.3870,-0.0260,3.56,2.400e-01,-1.900e-01,258.0,,,14.443
5089,6233466,K03552.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.4540,0.5580,-0.3390,630.53,1.687e+02,-3.134e+02,962.0,,,14.679
5090,5460434,K07729.01,,CANDIDATE,CANDIDATE,0.0000,0.7790,0.2060,-0.5740,1.57,3.200e-01,-2.900e-01,761.0,,,10.948
5091,11249624,K03553.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7200,0.0230,-0.0220,41.22,5.440e+00,-2.540e+00,371.0,,,15.743
5092,6426592,K03554.01,,FALSE POSITIVE,FALSE POSITIVE,0.5220,0.7080,0.0160,-0.0190,52.16,1.250e+01,-6.230e+00,235.0,,,15.207
5093,8491745,K03555.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2340,0.0040,-0.0060,63.68,2.163e+01,-9.250e+00,539.0,,,12.439
5094,3970117,K03556.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2480,0.0040,-0.0040,37.88,1.054e+01,-4.520e+00,362.0,,,15.258
5095,11147814,K03334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7610,0.0100,-0.0120,28.75,2.290e+00,-2.550e+00,272.0,,,14.401
5096,10922659,K03335.01,Kepler-1916 b,CONFIRMED,CANDIDATE,0.9700,0.0190,0.4200,-0.0190,2.29,7.600e-01,-2.600e-01,635.0,,,15.820
5097,8892720,K03336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6810,0.0020,-0.0020,22.76,6.780e+00,-2.260e+00,438.0,,,15.523
5098,6021275,K00284.04,Kepler-132 e,CONFIRMED,CANDIDATE,0.8440,0.6750,0.2690,-0.4720,1.41,2.000e-01,-2.300e-01,414.0,,,11.818
5099,7869917,K01525.02,,CANDIDATE,CANDIDATE,0.9810,0.9050,0.0590,-0.7110,2.87,5.800e-01,-9.400e-01,1407.0,,,12.082
5100,11754430,K03403.02,Kepler-1488 c,CONFIRMED,CANDIDATE,1.0000,0.5950,0.0420,-0.4640,1.20,1.900e-01,-2.600e-01,1212.0,,,13.102
5101,6032920,K07757.01,,FALSE POSITIVE,FALSE POSITIVE,0.4690,0.1370,,,0.76,2.000e-01,-7.000e-02,758.0,,,13.492
5102,8409295,K03404.01,Kepler-1489 b,CONFIRMED,CANDIDATE,0.9930,0.1950,0.2670,-0.1950,1.82,2.500e-01,-1.200e-01,400.0,,,14.828
5103,7131760,K03407.01,Kepler-1490 b,CONFIRMED,CANDIDATE,0.9430,0.9430,0.0250,-0.6590,2.89,5.900e-01,-2.500e-01,348.0,,,15.449
5104,11922778,K03408.01,,CANDIDATE,CANDIDATE,0.8640,0.0040,0.4380,-0.0040,1.65,5.200e-01,-1.700e-01,453.0,,,14.821
5105,9468382,K03409.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9660,0.0080,-0.0060,7.34,4.320e+00,-5.270e+00,1108.0,,,13.566
